Problem1,InitialLB,Initial UB,Best Solution,Is Optimal,ERR,Run time
,4899,4899,4899,1,0,0
,4899,4899,4899,1,0,0
,4899,4899,4899,1,0,0
,Problem179,,,,,
,4890,4890,4890,1,0,0
,4890,4890,4890,1,0,0
,4890,4890,4890,1,0,0
,Problem180,,,,,
,4801,4801,4801,1,0,0
,4801,4801,4801,1,0,0
,4801,4801,4801,1,0,0
,Problem181,,,,,
,10003,10003,10003,1,0,0
,10003,10003,10003,1,0,0
,10003,10003,10003,1,0,0
,Problem182,,,,,
,9861,9861,9861,1,0,0
,9861,9861,9861,1,0,0
,9861,9861,9861,1,0,0
,Problem183,,,,,
,9123,9123,9123,1,0,0
,9123,9123,9123,1,0,0
,9123,9123,9123,1,0,0
,Problem184,,,,,
,9400,9403,9403,0,0.000319149,120
,9400,9403,9403,0,0.000319149,120
,9400,9403,9403,0,0.000319149,15.114
,Problem185,,,,,
,8972,9018,8972,1,0,0.02
,8972,9018,8972,1,0,0.018
,8972,9018,8972,1,0,0.009
,Problem186,,,,,
,9143,9143,9143,1,0,0
,9143,9143,9143,1,0,0
,9143,9143,9143,1,0,0
,Problem187,,,,,
,9342,9342,9342,1,0,0
,9342,9342,9342,1,0,0
,9342,9342,9342,1,0,0
,Problem188,,,,,
,9239,9239,9239,1,0,0
,9239,9239,9239,1,0,0
,9239,9239,9239,1,0,0
,Problem189,,,,,
,9397,9397,9397,1,0,0
,9397,9397,9397,1,0,0
,9397,9397,9397,1,0,0
,Problem190,,,,,
,9473,9499,9473,1,0,0.023
,9473,9499,9473,1,0,0.021
,9473,9499,9473,1,0,0.014
,Problem191,,,,,
,9174,9174,9174,1,0,0
,9174,9174,9174,1,0,0
,9174,9174,9174,1,0,0
,Problem192,,,,,
,9328,9329,9329,0,0.000107204,120
,9328,9329,9329,0,0.000107204,120
,9328,9329,9329,0,0.000107204,15.965
,Problem193,,,,,
,9655,9683,9655,1,0,0.028
,9655,9683,9655,1,0,0.022
,9655,9683,9655,1,0,0.013
,Problem194,,,,,
,9323,9323,9323,1,0,0
,9323,9323,9323,1,0,0
,9323,9323,9323,1,0,0
,Problem195,,,,,
,9322,9322,9322,1,0,0
,9322,9322,9322,1,0,0
,9322,9322,9322,1,0,0
,Problem196,,,,,
,9563,9563,9563,1,0,0
,9563,9563,9563,1,0,0
,9563,9563,9563,1,0,0
,Problem197,,,,,
,9782,9782,9782,1,0,0
,9782,9782,9782,1,0,0
,9782,9782,9782,1,0,0
,Problem198,,,,,
,9567,9567,9567,1,0,0
,9567,9567,9567,1,0,0
,9567,9567,9567,1,0,0
,Problem199,,,,,
,9238,9238,9238,1,0,0
,9238,9238,9238,1,0,0
,9238,9238,9238,1,0,0
,Problem200,,,,,
